countrycode,country,date,retail,grocery,parks,transit,workplaces,residential,stringencyindex,c1_school_closing,c2_workplace_closing,c3_cancel_public_events,c4_restrictions_on_gatherings,c5_close_public_transport,c6_stay_at_home_requirements,c7_restrictions_on_internal_movement,c8_international_travel_controls,e1_income_support,confirmedcases,confirmeddeaths
ES,Spain,2020-10-02,-29.0,-3.0,-25.0,-24.0,-22.0,6.0,60.65,2.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,32086.0
ES,Spain,2020-10-03,-28.0,-2.0,-9.0,-25.0,-8.0,5.0,60.65,2.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,32086.0
ES,Spain,2020-10-04,-34.0,-4.0,-18.0,-32.0,-4.0,5.0,60.65,2.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,32086.0
ES,Spain,2020-10-05,-20.0,0.0,5.0,-18.0,-23.0,5.0,60.65,2.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,32225.0
ES,Spain,2020-10-06,-22.0,0.0,4.0,-18.0,-22.0,5.0,60.65,2.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,32486.0
ES,Spain,2020-10-07,-23.0,-2.0,5.0,-21.0,-21.0,5.0,64.35,3.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,32562.0
ES,Spain,2020-10-08,-20.0,2.0,8.0,-20.0,-21.0,4.0,64.35,3.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,32688.0
ES,Spain,2020-10-09,-25.0,-8.0,13.0,-21.0,-27.0,5.0,64.35,3.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,
ES,Spain,2020-10-10,-29.0,-1.0,5.0,-27.0,-9.0,4.0,64.35,3.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,
ES,Spain,2020-10-11,-24.0,6.0,12.0,-31.0,-4.0,3.0,64.35,3.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,
ES,Spain,2020-10-12,-32.0,-48.0,42.0,-46.0,-72.0,14.0,64.35,3.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,
ES,Spain,2020-10-13,-24.0,7.0,-2.0,-19.0,-22.0,5.0,64.35,3.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,
ES,Spain,2020-10-14,-26.0,1.0,-8.0,-22.0,-20.0,7.0,64.35,3.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,
ES,Spain,2020-10-15,-25.0,0.0,-5.0,-21.0,-20.0,6.0,64.35,3.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,
ES,Spain,2020-10-16,-29.0,1.0,-1.0,-21.0,-19.0,6.0,64.35,3.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,
ES,Spain,2020-10-17,-34.0,-5.0,1.0,-24.0,-10.0,6.0,64.35,3.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,
ES,Spain,2020-10-18,-38.0,-6.0,-2.0,-30.0,-6.0,5.0,64.35,3.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,
ES,Spain,2020-10-19,-28.0,-4.0,0.0,-21.0,-20.0,6.0,64.35,3.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,
ES,Spain,2020-10-20,-33.0,-7.0,-19.0,-25.0,-21.0,8.0,64.35,3.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,
ES,Spain,2020-10-21,-31.0,-2.0,-11.0,-24.0,-19.0,8.0,64.35,3.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,
ES,Spain,2020-10-22,-32.0,-3.0,-19.0,-24.0,-20.0,8.0,58.8,1.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,
ES,Spain,2020-10-23,-30.0,3.0,-6.0,-21.0,-19.0,7.0,58.8,1.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,
ES,Spain,2020-10-24,-36.0,-4.0,-6.0,-26.0,-12.0,6.0,58.8,1.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,,
ES,Spain,2020-10-25,-42.0,-4.0,-25.0,-37.0,-11.0,6.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-10-26,-28.0,-2.0,-11.0,-23.0,-20.0,7.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-10-27,-30.0,-1.0,-10.0,-22.0,-20.0,7.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-10-28,-31.0,0.0,-6.0,-24.0,-19.0,8.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-10-29,-29.0,3.0,-3.0,-23.0,-20.0,7.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-10-30,-34.0,3.0,-6.0,-26.0,-21.0,9.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-10-31,-40.0,-2.0,-6.0,-32.0,-14.0,9.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-01,-40.0,-4.0,-8.0,-37.0,-15.0,8.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-02,-35.0,-21.0,8.0,-38.0,-46.0,13.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-03,-33.0,1.0,-17.0,-26.0,-21.0,8.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-04,-36.0,-2.0,-26.0,-30.0,-21.0,10.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-05,-36.0,-3.0,-25.0,-30.0,-22.0,10.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-06,-38.0,-1.0,-23.0,-30.0,-21.0,10.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-07,-47.0,-7.0,-30.0,-39.0,-20.0,12.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-08,-48.0,-8.0,-16.0,-37.0,-20.0,9.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-09,-32.0,-5.0,-5.0,-32.0,-27.0,9.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-10,-37.0,-3.0,-6.0,-26.0,-22.0,9.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-11,-38.0,-3.0,-8.0,-27.0,-21.0,9.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-12,-38.0,-2.0,-7.0,-27.0,-22.0,9.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-13,-40.0,0.0,-10.0,-28.0,-22.0,10.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-14,-48.0,-7.0,-23.0,-37.0,-21.0,11.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-15,-51.0,-11.0,-19.0,-40.0,-22.0,10.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-16,-36.0,-7.0,-5.0,-27.0,-21.0,8.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-17,-37.0,-5.0,-3.0,-26.0,-21.0,8.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-18,-38.0,-3.0,-5.0,-27.0,-20.0,9.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-19,-37.0,-2.0,-11.0,-27.0,-21.0,9.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-20,-40.0,0.0,-13.0,-27.0,-20.0,10.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-21,-44.0,-5.0,-12.0,-32.0,-19.0,10.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-22,-48.0,-7.0,-13.0,-36.0,-21.0,9.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-23,-32.0,-6.0,-9.0,-27.0,-20.0,8.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-24,-33.0,-4.0,-12.0,-26.0,-19.0,8.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-25,-34.0,-2.0,-21.0,-28.0,-19.0,9.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-26,-35.0,-2.0,-27.0,-29.0,-20.0,9.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-27,-36.0,-1.0,-29.0,-30.0,-20.0,10.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-28,-39.0,-2.0,-25.0,-32.0,-17.0,10.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-29,-39.0,7.0,-23.0,-34.0,-16.0,9.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-11-30,-28.0,-2.0,-8.0,-24.0,-19.0,7.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-01,-30.0,0.0,-11.0,-23.0,-18.0,7.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-02,-30.0,2.0,-15.0,-25.0,-17.0,8.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-03,-29.0,3.0,-15.0,-24.0,-19.0,8.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-04,-34.0,2.0,-30.0,-28.0,-20.0,10.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-05,-39.0,0.0,-30.0,-33.0,-16.0,9.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-06,-38.0,9.0,-29.0,-38.0,-18.0,9.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-07,-23.0,-3.0,-9.0,-41.0,-61.0,16.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-08,-46.0,-52.0,-17.0,-53.0,-75.0,22.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-09,-28.0,11.0,-21.0,-26.0,-18.0,7.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-10,-29.0,4.0,-23.0,-26.0,-19.0,8.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-11,-33.0,1.0,-26.0,-28.0,-18.0,10.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-12,-34.0,-1.0,-15.0,-27.0,-12.0,8.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-13,-32.0,14.0,-15.0,-31.0,-11.0,7.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-14,-23.0,-2.0,-15.0,-24.0,-18.0,6.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-15,-23.0,1.0,-10.0,-22.0,-18.0,6.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-16,-25.0,1.0,-17.0,-24.0,-17.0,7.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-17,-23.0,5.0,-11.0,-22.0,-17.0,7.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-18,-27.0,1.0,-17.0,-24.0,-18.0,8.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-19,-32.0,-1.0,-24.0,-25.0,-12.0,8.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-20,-25.0,29.0,-15.0,-26.0,-9.0,6.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-21,-13.0,12.0,-1.0,-20.0,-22.0,6.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-22,-14.0,17.0,1.0,-20.0,-26.0,6.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-23,-11.0,35.0,-3.0,-23.0,-35.0,8.0,78.7,3.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-24,-25.0,18.0,-14.0,-41.0,-54.0,12.0,78.7,3.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-25,-73.0,-79.0,-29.0,-67.0,-82.0,24.0,78.7,3.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-26,-42.0,-21.0,-15.0,-35.0,-26.0,9.0,78.7,3.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-27,-32.0,17.0,-22.0,-35.0,-14.0,7.0,78.7,3.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-28,-16.0,7.0,-12.0,-34.0,-44.0,12.0,78.7,3.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-29,-17.0,13.0,-7.0,-32.0,-44.0,11.0,78.7,3.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-30,-14.0,32.0,-4.0,-31.0,-42.0,10.0,78.7,3.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2020-12-31,-28.0,17.0,-15.0,-44.0,-55.0,13.0,78.7,3.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-01,-75.0,-82.0,-37.0,-70.0,-83.0,26.0,78.7,3.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-02,-36.0,-7.0,-22.0,-34.0,-21.0,10.0,78.7,3.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-03,-29.0,20.0,-24.0,-34.0,-11.0,7.0,78.7,3.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-04,-9.0,16.0,-7.0,-30.0,-40.0,10.0,78.7,3.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-05,-9.0,29.0,-3.0,-29.0,-42.0,10.0,78.7,3.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-06,-56.0,-70.0,-22.0,-57.0,-76.0,21.0,78.7,3.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-07,-35.0,1.0,-32.0,-39.0,-37.0,14.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-08,-45.0,-7.0,-39.0,-41.0,-36.0,17.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-09,-58.0,-22.0,-44.0,-50.0,-32.0,17.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-10,-58.0,-21.0,-46.0,-50.0,-28.0,13.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-11,-36.0,-1.0,-25.0,-35.0,-31.0,13.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-12,-40.0,-5.0,-26.0,-35.0,-30.0,12.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-13,-42.0,-5.0,-26.0,-35.0,-28.0,11.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-14,-43.0,-7.0,-30.0,-36.0,-30.0,11.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-15,-46.0,-7.0,-31.0,-37.0,-30.0,12.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-16,-52.0,-12.0,-28.0,-39.0,-25.0,11.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-17,-55.0,-18.0,-31.0,-45.0,-27.0,10.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-18,-40.0,-10.0,-21.0,-34.0,-28.0,9.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-19,-43.0,-10.0,-24.0,-35.0,-29.0,10.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-20,-47.0,-15.0,-37.0,-38.0,-29.0,12.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-21,-47.0,-9.0,-31.0,-36.0,-27.0,11.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-22,-52.0,-11.0,-40.0,-40.0,-29.0,14.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-23,-58.0,-14.0,-43.0,-46.0,-28.0,14.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-24,-59.0,-18.0,-34.0,-47.0,-30.0,12.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-25,-45.0,-11.0,-30.0,-36.0,-27.0,10.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-26,-46.0,-9.0,-23.0,-34.0,-27.0,10.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-27,-47.0,-9.0,-17.0,-35.0,-26.0,11.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-28,-46.0,-7.0,-14.0,-34.0,-26.0,10.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-29,-49.0,-5.0,-17.0,-35.0,-27.0,12.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-30,-58.0,-11.0,-35.0,-46.0,-28.0,14.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
ES,Spain,2021-01-31,-60.0,-15.0,-35.0,-48.0,-30.0,12.0,71.3,1.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,2.0,,
FR,France,2020-02-15,-2.0,-1.0,23.0,12.0,-2.0,-1.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0
FR,France,2020-02-16,6.0,2.0,9.0,7.0,-1.0,-1.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0
FR,France,2020-02-17,1.0,2.0,16.0,-6.0,-15.0,4.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0
FR,France,2020-02-18,5.0,2.0,36.0,-4.0,-14.0,3.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0
FR,France,2020-02-19,-4.0,-3.0,18.0,-6.0,-12.0,2.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0
FR,France,2020-02-20,-2.0,-1.0,29.0,-4.0,-15.0,3.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0
FR,France,2020-02-21,-1.0,-2.0,28.0,0.0,-15.0,3.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0
FR,France,2020-02-22,-6.0,-2.0,31.0,14.0,-5.0,-1.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0
FR,France,2020-02-23,8.0,7.0,30.0,12.0,-1.0,-1.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0
FR,France,2020-02-24,3.0,3.0,45.0,-1.0,-15.0,3.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0
FR,France,2020-02-25,1.0,1.0,23.0,-3.0,-14.0,4.0,13.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0
FR,France,2020-02-26,-5.0,-2.0,9.0,-5.0,-12.0,3.0,13.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,2.0
FR,France,2020-02-27,-5.0,-1.0,1.0,-5.0,-15.0,4.0,13.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,2.0
FR,France,2020-02-28,-1.0,1.0,15.0,0.0,-15.0,4.0,13.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,2.0
FR,France,2020-02-29,-7.0,1.0,-12.0,4.0,-5.0,1.0,34.72,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,100.0,2.0
FR,France,2020-03-01,1.0,4.0,-13.0,2.0,1.0,0.0,34.72,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,130.0,2.0
FR,France,2020-03-02,-6.0,3.0,-9.0,-4.0,-5.0,3.0,43.98,3.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,191.0,3.0
FR,France,2020-03-03,-1.0,5.0,8.0,-4.0,-4.0,2.0,43.98,3.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,212.0,4.0
FR,France,2020-03-04,-6.0,2.0,1.0,-6.0,-3.0,2.0,43.98,3.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,285.0,4.0
FR,France,2020-03-05,-8.0,0.0,-15.0,-6.0,-5.0,3.0,43.98,3.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,423.0,7.0
FR,France,2020-03-06,-2.0,2.0,-1.0,-1.0,-4.0,3.0,43.98,3.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,613.0,9.0
FR,France,2020-03-07,-4.0,1.0,7.0,1.0,0.0,1.0,43.98,3.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,938.0,16.0
FR,France,2020-03-08,0.0,2.0,-1.0,-2.0,-1.0,1.0,43.98,3.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1115.0,19.0
FR,France,2020-03-09,-5.0,2.0,2.0,-5.0,-1.0,2.0,43.98,3.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1401.0,25.0
FR,France,2020-03-10,-5.0,1.0,1.0,-6.0,-1.0,2.0,43.98,3.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1773.0,33.0
FR,France,2020-03-11,-6.0,2.0,17.0,-5.0,0.0,1.0,43.98,3.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,2281.0,48.0
FR,France,2020-03-12,-8.0,5.0,5.0,-7.0,-1.0,1.0,43.98,3.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,2281.0,48.0
FR,France,2020-03-13,-8.0,17.0,4.0,-8.0,-2.0,3.0,43.98,3.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,3661.0,79.0
FR,France,2020-03-14,-21.0,1.0,-1.0,-16.0,-5.0,5.0,49.54,3.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,4469.0,91.0
FR,France,2020-03-15,-38.0,23.0,15.0,-21.0,-9.0,3.0,49.54,3.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,4499.0,91.0
FR,France,2020-03-16,-43.0,46.0,-15.0,-39.0,-36.0,13.0,56.94,3.0,0.0,2.0,4.0,1.0,0.0,1.0,1.0,2.0,6633.0,148.0
FR,France,2020-03-17,-68.0,-15.0,-40.0,-61.0,-55.0,24.0,87.96,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,7652.0,148.0
FR,France,2020-03-18,-83.0,-45.0,-53.0,-76.0,-67.0,29.0,87.96,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,9043.0,148.0
FR,France,2020-03-19,-82.0,-41.0,-56.0,-78.0,-71.0,32.0,87.96,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,10871.0,243.0
FR,France,2020-03-20,-83.0,-42.0,-66.0,-80.0,-71.0,36.0,87.96,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,12612.0,450.0
FR,France,2020-03-21,-88.0,-54.0,-78.0,-82.0,-58.0,24.0,87.96,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,14282.0,562.0
FR,France,2020-03-22,-86.0,-64.0,-80.0,-84.0,-55.0,18.0,87.96,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,16533.0,674.0
FR,France,2020-03-23,-81.0,-41.0,-64.0,-82.0,-73.0,32.0,87.96,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,19856.0,860.0
FR,France,2020-03-24,-83.0,-45.0,-65.0,-82.0,-74.0,34.0,87.96,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,22054.0,1100.0
