countrycode,country,date,retail,grocery,parks,transit,workplaces,residential,stringencyindex,c1_school_closing,c2_workplace_closing,c3_cancel_public_events,c4_restrictions_on_gatherings,c5_close_public_transport,c6_stay_at_home_requirements,c7_restrictions_on_internal_movement,c8_international_travel_controls,e1_income_support,confirmedcases,confirmeddeaths
BR,Brazil,2020-02-15,5.0,4.0,-5.0,8.0,6.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-02-16,2.0,3.0,-13.0,3.0,0.0,1.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-02-17,-2.0,0.0,-12.0,9.0,19.0,-1.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-02-18,-3.0,-1.0,-11.0,9.0,15.0,-1.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-02-19,-1.0,-2.0,-5.0,8.0,14.0,-1.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-02-20,1.0,7.0,2.0,11.0,15.0,-2.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-02-21,2.0,10.0,1.0,12.0,13.0,-1.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-02-22,-3.0,6.0,12.0,6.0,-4.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-02-23,4.0,7.0,32.0,2.0,-3.0,1.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-02-24,-14.0,-7.0,69.0,-27.0,-45.0,8.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-02-25,-31.0,-29.0,51.0,-35.0,-61.0,10.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-02-26,-18.0,-11.0,-8.0,-17.0,-18.0,6.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-02-27,-8.0,2.0,-11.0,1.0,10.0,1.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-02-28,-5.0,3.0,-17.0,2.0,13.0,1.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-02-29,-3.0,5.0,-23.0,-2.0,5.0,3.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-03-01,-9.0,3.0,-34.0,-10.0,-1.0,5.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-03-02,-6.0,1.0,-25.0,6.0,20.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-03-03,-5.0,2.0,-21.0,6.0,15.0,-1.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-03-04,-1.0,2.0,-11.0,7.0,16.0,-1.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-03-05,0.0,7.0,-5.0,10.0,18.0,-2.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-03-06,6.0,11.0,-7.0,13.0,18.0,-2.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-03-07,9.0,13.0,-14.0,8.0,7.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-03-08,8.0,11.0,-17.0,2.0,3.0,1.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-03-09,1.0,5.0,-12.0,12.0,21.0,-2.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-03-10,0.0,5.0,-11.0,11.0,17.0,-2.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-03-11,1.0,2.0,-6.0,10.0,17.0,-1.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-03-12,-2.0,4.0,-5.0,10.0,17.0,-2.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BR,Brazil,2020-03-13,0.0,7.0,-8.0,10.0,18.0,-2.0,27.78,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,,
BR,Brazil,2020-03-14,-2.0,7.0,-15.0,0.0,6.0,1.0,27.78,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,,
BR,Brazil,2020-03-15,-8.0,7.0,-21.0,-7.0,0.0,3.0,27.78,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,,
BR,Brazil,2020-03-16,-11.0,6.0,-23.0,-4.0,14.0,1.0,30.56,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,,
BR,Brazil,2020-03-17,-19.0,7.0,-28.0,-15.0,3.0,4.0,39.81,3.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
BR,Brazil,2020-03-18,-25.0,5.0,-28.0,-22.0,-6.0,7.0,50.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0
BR,Brazil,2020-03-19,-36.0,2.0,-34.0,-31.0,-17.0,10.0,50.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0
BR,Brazil,2020-03-20,-45.0,0.0,-45.0,-37.0,-21.0,13.0,81.02,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,0.0,7.0,0.0
BR,Brazil,2020-03-21,-63.0,-16.0,-66.0,-50.0,-30.0,16.0,81.02,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,0.0,11.0,0.0
BR,Brazil,2020-03-22,-72.0,-33.0,-75.0,-60.0,-34.0,17.0,81.02,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,0.0,11.0,0.0
BR,Brazil,2020-03-23,-65.0,-26.0,-61.0,-58.0,-42.0,20.0,81.02,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,0.0,17.0,0.0
BR,Brazil,2020-03-24,-71.0,-33.0,-62.0,-63.0,-51.0,22.0,82.41,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,0.0,21.0,0.0
BR,Brazil,2020-03-25,-69.0,-32.0,-57.0,-63.0,-52.0,23.0,82.41,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,0.0,23.0,0.0
BR,Brazil,2020-03-26,-69.0,-29.0,-54.0,-62.0,-50.0,22.0,82.41,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,0.0,23.0,0.0
BR,Brazil,2020-03-27,-67.0,-26.0,-56.0,-60.0,-48.0,23.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,0.0,25.0,0.0
BR,Brazil,2020-03-28,-70.0,-27.0,-64.0,-59.0,-41.0,19.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,0.0,25.0,0.0
BR,Brazil,2020-03-29,-71.0,-35.0,-70.0,-62.0,-34.0,17.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,0.0,34.0,0.0
BR,Brazil,2020-03-30,-62.0,-26.0,-55.0,-59.0,-43.0,20.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,0.0,41.0,0.0
BR,Brazil,2020-03-31,-60.0,-21.0,-53.0,-58.0,-45.0,19.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,0.0,42.0,0.0
BR,Brazil,2020-04-01,-58.0,-19.0,-48.0,-57.0,-45.0,20.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,0.0,43.0,0.0
BR,Brazil,2020-04-02,-59.0,-17.0,-48.0,-57.0,-45.0,20.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,45.0,0.0
BR,Brazil,2020-04-03,-60.0,-14.0,-52.0,-55.0,-42.0,20.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,46.0,0.0
BR,Brazil,2020-04-04,-63.0,-13.0,-60.0,-53.0,-35.0,16.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,46.0,0.0
BR,Brazil,2020-04-05,-67.0,-24.0,-66.0,-57.0,-30.0,15.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,48.0,0.0
BR,Brazil,2020-04-06,-56.0,-14.0,-53.0,-53.0,-38.0,18.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,50.0,1.0
BR,Brazil,2020-04-07,-53.0,-8.0,-50.0,-53.0,-40.0,17.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,50.0,2.0
BR,Brazil,2020-04-08,-52.0,-7.0,-46.0,-52.0,-40.0,18.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,58.0,2.0
BR,Brazil,2020-04-09,-49.0,11.0,-40.0,-49.0,-41.0,16.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,62.0,2.0
BR,Brazil,2020-04-10,-76.0,-38.0,-58.0,-69.0,-72.0,27.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,70.0,2.0
BR,Brazil,2020-04-11,-59.0,-5.0,-59.0,-52.0,-36.0,16.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,72.0,2.0
BR,Brazil,2020-04-12,-67.0,-25.0,-67.0,-55.0,-26.0,13.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,77.0,2.0
BR,Brazil,2020-04-13,-54.0,-19.0,-52.0,-53.0,-35.0,17.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,90.0,3.0
BR,Brazil,2020-04-14,-56.0,-20.0,-54.0,-55.0,-39.0,18.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,99.0,3.0
BR,Brazil,2020-04-15,-54.0,-17.0,-47.0,-53.0,-38.0,18.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,101.0,4.0
BR,Brazil,2020-04-16,-56.0,-14.0,-46.0,-53.0,-38.0,18.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,115.0,5.0
BR,Brazil,2020-04-17,-55.0,-11.0,-50.0,-51.0,-36.0,19.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,135.0,5.0
BR,Brazil,2020-04-18,-61.0,-15.0,-59.0,-50.0,-28.0,15.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,142.0,6.0
BR,Brazil,2020-04-19,-67.0,-23.0,-64.0,-56.0,-25.0,14.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,163.0,6.0
BR,Brazil,2020-04-20,-53.0,-11.0,-47.0,-53.0,-39.0,17.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,176.0,8.0
BR,Brazil,2020-04-21,-71.0,-37.0,-51.0,-68.0,-67.0,23.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,195.0,8.0
BR,Brazil,2020-04-22,-53.0,-15.0,-45.0,-51.0,-34.0,17.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,214.0,8.0
BR,Brazil,2020-04-23,-56.0,-17.0,-44.0,-54.0,-36.0,18.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,227.0,10.0
BR,Brazil,2020-04-24,-55.0,-14.0,-48.0,-50.0,-32.0,18.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,234.0,11.0
BR,Brazil,2020-04-25,-59.0,-14.0,-55.0,-48.0,-25.0,15.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,258.0,11.0
BR,Brazil,2020-04-26,-65.0,-22.0,-61.0,-54.0,-23.0,14.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,279.0,11.0
BR,Brazil,2020-04-27,-54.0,-19.0,-50.0,-51.0,-30.0,17.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,301.0,14.0
BR,Brazil,2020-04-28,-53.0,-16.0,-48.0,-50.0,-33.0,13.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,317.0,16.0
BR,Brazil,2020-04-29,-52.0,-15.0,-43.0,-50.0,-32.0,17.0,85.19,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,354.0,18.0
BR,Brazil,2020-04-30,-48.0,3.0,-37.0,-46.0,-31.0,14.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,404.0,19.0
BR,Brazil,2020-05-01,-71.0,-33.0,-49.0,-66.0,-66.0,25.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,487.0,19.0
BR,Brazil,2020-05-02,-57.0,-7.0,-54.0,-50.0,-27.0,15.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,553.0,22.0
BR,Brazil,2020-05-03,-65.0,-21.0,-62.0,-54.0,-21.0,13.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,658.0,25.0
BR,Brazil,2020-05-04,-50.0,-10.0,-48.0,-48.0,-27.0,15.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,733.0,28.0
BR,Brazil,2020-05-05,-50.0,-7.0,-47.0,-48.0,-31.0,16.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,817.0,29.0
BR,Brazil,2020-05-06,-49.0,-6.0,-44.0,-48.0,-31.0,16.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,943.0,35.0
BR,Brazil,2020-05-07,-48.0,1.0,-43.0,-47.0,-31.0,16.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1014.0,36.0
BR,Brazil,2020-05-08,-46.0,7.0,-43.0,-43.0,-28.0,16.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1177.0,38.0
BR,Brazil,2020-05-09,-47.0,10.0,-52.0,-40.0,-19.0,13.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1335.0,40.0
BR,Brazil,2020-05-10,-59.0,-4.0,-62.0,-45.0,-5.0,10.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1447.0,41.0
BR,Brazil,2020-05-11,-49.0,-11.0,-47.0,-47.0,-27.0,16.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1460.0,44.0
BR,Brazil,2020-05-12,-51.0,-11.0,-49.0,-48.0,-31.0,16.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1590.0,51.0
BR,Brazil,2020-05-13,-51.0,-14.0,-46.0,-49.0,-31.0,17.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1694.0,52.0
BR,Brazil,2020-05-14,-52.0,-12.0,-46.0,-49.0,-31.0,16.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1740.0,55.0
BR,Brazil,2020-05-15,-52.0,-7.0,-49.0,-48.0,-29.0,18.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1785.0,57.0
BR,Brazil,2020-05-16,-55.0,-8.0,-56.0,-46.0,-21.0,15.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1867.0,59.0
BR,Brazil,2020-05-17,-63.0,-17.0,-61.0,-52.0,-16.0,14.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1996.0,62.0
BR,Brazil,2020-05-18,-50.0,-13.0,-48.0,-48.0,-26.0,16.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,2234.0,67.0
BR,Brazil,2020-05-19,-51.0,-13.0,-48.0,-48.0,-29.0,16.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,2482.0,73.0
BR,Brazil,2020-05-20,-50.0,-8.0,-43.0,-49.0,-31.0,17.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,2817.0,75.0
BR,Brazil,2020-05-21,-51.0,-7.0,-43.0,-49.0,-31.0,17.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,3103.0,78.0
BR,Brazil,2020-05-22,-52.0,-6.0,-49.0,-47.0,-28.0,17.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,3343.0,80.0
BR,Brazil,2020-05-23,-56.0,-7.0,-60.0,-47.0,-20.0,15.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,3867.0,87.0
BR,Brazil,2020-05-24,-66.0,-18.0,-67.0,-54.0,-17.0,14.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,4160.0,92.0
BR,Brazil,2020-05-25,-53.0,-12.0,-50.0,-52.0,-34.0,18.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,4501.0,97.0
BR,Brazil,2020-05-26,-50.0,-9.0,-49.0,-47.0,-28.0,16.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,4781.0,105.0
BR,Brazil,2020-05-27,-48.0,-8.0,-43.0,-46.0,-27.0,16.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,5251.0,113.0
BR,Brazil,2020-05-28,-48.0,-4.0,-42.0,-45.0,-27.0,16.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,5600.0,122.0
BR,Brazil,2020-05-29,-47.0,3.0,-43.0,-42.0,-24.0,16.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,5841.0,135.0
BR,Brazil,2020-05-30,-50.0,2.0,-51.0,-40.0,-12.0,12.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,6072.0,142.0
BR,Brazil,2020-05-31,-60.0,-9.0,-58.0,-47.0,-8.0,12.0,87.04,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,6219.0,148.0
BR,Brazil,2020-06-01,-45.0,-3.0,-47.0,-43.0,-21.0,14.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,6326.0,161.0
BR,Brazil,2020-06-02,-46.0,-4.0,-48.0,-45.0,-25.0,15.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,6465.0,165.0
BR,Brazil,2020-06-03,-44.0,-3.0,-41.0,-43.0,-24.0,16.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,6679.0,171.0
BR,Brazil,2020-06-04,-45.0,0.0,-41.0,-42.0,-24.0,15.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,7021.0,181.0
BR,Brazil,2020-06-05,-42.0,9.0,-44.0,-38.0,-21.0,15.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,7284.0,190.0
BR,Brazil,2020-06-06,-45.0,8.0,-52.0,-36.0,-11.0,12.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,7525.0,201.0
BR,Brazil,2020-06-07,-56.0,-5.0,-58.0,-45.0,-6.0,12.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,7983.0,207.0
BR,Brazil,2020-06-08,-39.0,1.0,-42.0,-39.0,-19.0,14.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,8127.0,211.0
BR,Brazil,2020-06-09,-42.0,-2.0,-45.0,-41.0,-23.0,14.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,8457.0,223.0
BR,Brazil,2020-06-10,-36.0,5.0,-36.0,-38.0,-22.0,13.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,8746.0,237.0
BR,Brazil,2020-06-11,-54.0,-13.0,-37.0,-51.0,-51.0,20.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,9091.0,245.0
BR,Brazil,2020-06-12,-33.0,14.0,-33.0,-37.0,-27.0,15.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,9295.0,254.0
BR,Brazil,2020-06-13,-46.0,-2.0,-46.0,-38.0,-11.0,12.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,9534.0,256.0
BR,Brazil,2020-06-14,-57.0,-12.0,-59.0,-47.0,-5.0,12.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,9642.0,259.0
BR,Brazil,2020-06-15,-40.0,-4.0,-46.0,-40.0,-19.0,14.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,9771.0,265.0
BR,Brazil,2020-06-16,-41.0,-4.0,-44.0,-40.0,-22.0,14.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,10003.0,271.0
BR,Brazil,2020-06-17,-40.0,-4.0,-38.0,-40.0,-22.0,15.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,10339.0,281.0
BR,Brazil,2020-06-18,-41.0,-3.0,-37.0,-40.0,-22.0,14.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,10664.0,287.0
BR,Brazil,2020-06-19,-41.0,1.0,-40.0,-37.0,-20.0,14.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,10987.0,292.0
BR,Brazil,2020-06-20,-44.0,2.0,-45.0,-34.0,-7.0,11.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,11263.0,297.0
BR,Brazil,2020-06-21,-54.0,-8.0,-49.0,-42.0,-1.0,11.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,11381.0,300.0
BR,Brazil,2020-06-22,-40.0,-5.0,-41.0,-38.0,-19.0,14.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,11539.0,305.0
BR,Brazil,2020-06-23,-40.0,-2.0,-39.0,-38.0,-22.0,14.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,11810.0,321.0
BR,Brazil,2020-06-24,-43.0,-8.0,-36.0,-40.0,-24.0,15.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,12022.0,326.0
BR,Brazil,2020-06-25,-43.0,-3.0,-38.0,-39.0,-22.0,14.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,12304.0,335.0
BR,Brazil,2020-06-26,-43.0,1.0,-43.0,-38.0,-20.0,15.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,12644.0,343.0
BR,Brazil,2020-06-27,-50.0,-3.0,-56.0,-42.0,-12.0,14.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,12913.0,351.0
BR,Brazil,2020-06-28,-57.0,-12.0,-59.0,-47.0,-5.0,13.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,13058.0,353.0
BR,Brazil,2020-06-29,-42.0,-6.0,-47.0,-40.0,-19.0,14.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,13146.0,361.0
BR,Brazil,2020-06-30,-39.0,2.0,-44.0,-38.0,-22.0,13.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,13253.0,365.0
BR,Brazil,2020-07-01,-38.0,4.0,-39.0,-38.0,-22.0,13.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,13715.0,370.0
BR,Brazil,2020-07-02,-38.0,8.0,-36.0,-37.0,-22.0,14.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,14048.0,378.0
BR,Brazil,2020-07-03,-37.0,11.0,-39.0,-34.0,-19.0,14.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,14112.0,387.0
BR,Brazil,2020-07-04,-40.0,12.0,-45.0,-31.0,-7.0,11.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,14487.0,391.0
BR,Brazil,2020-07-05,-51.0,-4.0,-53.0,-41.0,-3.0,11.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,14622.0,391.0
BR,Brazil,2020-07-06,-35.0,7.0,-40.0,-35.0,-18.0,13.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,14688.0,394.0
BR,Brazil,2020-07-07,-34.0,9.0,-39.0,-34.0,-22.0,13.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,14941.0,399.0
BR,Brazil,2020-07-08,-34.0,6.0,-34.0,-34.0,-21.0,13.0,92.59,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,15167.0,404.0
BR,Brazil,2020-07-09,-36.0,8.0,-33.0,-35.0,-21.0,13.0,90.74,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,15465.0,411.0
BR,Brazil,2020-07-10,-34.0,12.0,-35.0,-31.0,-18.0,13.0,90.74,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,15768.0,417.0
BR,Brazil,2020-07-11,-40.0,8.0,-43.0,-30.0,-7.0,10.0,90.74,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,16080.0,419.0
BR,Brazil,2020-07-12,-50.0,-6.0,-47.0,-38.0,-3.0,10.0,90.74,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,16190.0,426.0
BR,Brazil,2020-07-13,-35.0,0.0,-38.0,-34.0,-17.0,13.0,90.74,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,16260.0,430.0
BR,Brazil,2020-07-14,-37.0,-1.0,-41.0,-37.0,-21.0,13.0,90.74,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,16479.0,436.0
BR,Brazil,2020-07-15,-34.0,2.0,-36.0,-36.0,-20.0,14.0,90.74,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,16672.0,446.0
